Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
2220,909282020,70,61.0,7259,6,8,1945,2002,0.0,774.0,150.0,104.0,1028.0,1436,884,0,7.749753406274436,1.0,0.0,2,1,3,1,9,1,1945.0,1.0,180.0,224,0,0,0,0,0,0,7,2007,12.466515835145202
2222,909425270,70,75.0,13125,7,6,1940,1984,0.0,410.0,0.0,390.0,800.0,960,780,0,7.462214939768189,0.0,0.0,1,1,3,1,6,2,1940.0,1.0,240.0,0,0,0,0,0,0,0,7,2007,12.29911206729564
2226,909451130,160,24.0,1782,6,6,1980,1980,0.0,330.0,0.0,186.0,516.0,529,516,0,6.952728644624868,0.0,0.0,1,0,2,1,5,1,1980.0,2.0,462.0,180,0,0,0,0,0,0,12,2007,11.727238138609684
2227,909452102,20,69.22459016393442,17871,4,5,1995,1996,0.0,0.0,0.0,1680.0,1680.0,1680,0,0,7.427144133408615,0.0,0.0,2,0,4,1,7,0,1996.0,2.0,628.0,152,0,0,0,0,0,0,6,2007,12.043559598368038
2228,909455060,120,35.0,3907,8,5,1988,1988,0.0,577.0,0.0,427.0,1004.0,1020,0,0,6.928537818164665,1.0,0.0,1,0,1,1,4,0,1988.0,2.0,509.0,135,0,0,0,0,0,0,3,2007,12.206077645517674
2232,910200040,50,85.0,8500,5,7,1919,2005,0.0,0.0,0.0,793.0,793.0,997,520,0,7.325148957955575,0.0,0.0,2,0,3,1,7,0,1978.1324431613136,0.0,0.0,0,0,144,0,0,0,0,8,2007,11.652696102959753
2233,910200110,50,50.0,7000,6,7,1940,1950,0.0,375.0,0.0,345.0,720.0,720,495,0,7.103322062526112,0.0,0.0,1,0,3,1,6,0,1965.0,2.0,720.0,0,0,30,0,0,0,0,5,2007,11.856522261533737
2236,910201110,50,50.0,6060,4,5,1939,1950,0.0,0.0,0.0,732.0,732.0,772,351,0,7.024649030453636,0.0,0.0,1,0,3,1,4,0,1979.0,1.0,264.0,0,0,140,0,0,0,0,6,2007,11.51293546492023
2237,910201180,70,50.0,9060,5,6,1923,1999,0.0,548.0,0.0,311.0,859.0,942,886,0,7.511524648390865,0.0,0.0,2,0,3,1,6,0,1978.1324431613136,1.7668146124957322,472.8197336975077,174,0,212,0,0,0,0,3,2007,11.924438911612596
2238,910202030,30,46.0,3672,5,7,1922,1950,0.0,0.0,0.0,816.0,816.0,816,0,0,6.705639094860002,0.0,0.0,1,0,2,1,5,0,1922.0,1.0,100.0,0,0,96,0,0,0,0,9,2007,11.227919807721856
2239,910203290,30,59.0,8263,6,5,1920,1950,0.0,0.0,0.0,1012.0,1012.0,1012,0,0,6.920671504248683,0.0,0.0,1,0,2,1,6,1,1920.0,1.0,308.0,0,22,112,0,0,0,0,5,2007,11.681832447342321
2241,910205130,50,75.0,13710,5,5,1950,1950,0.0,420.0,0.0,490.0,910.0,910,648,0,7.351799869057777,0.0,0.0,1,1,4,1,6,0,1950.0,1.0,282.0,289,0,0,0,0,0,0,6,2007,11.931642378754141
2250,914452190,20,71.0,9187,6,5,1983,1983,0.0,336.0,0.0,748.0,1084.0,1080,0,0,6.985641817639208,0.0,0.0,1,1,3,1,5,0,1983.0,2.0,484.0,120,0,158,0,0,0,0,6,2007,11.80560254159177
2251,914460020,20,80.0,10000,5,5,2002,2002,166.0,585.0,0.0,856.0,1441.0,1392,0,0,7.239214973779806,0.0,0.0,2,0,3,1,6,1,2002.0,3.0,650.0,168,49,0,0,0,0,0,12,2007,12.278397958261774
2252,914460110,20,44.0,12864,7,5,2002,2002,0.0,1392.0,0.0,17.0,1409.0,1409,0,0,7.2513449833722134,1.0,0.0,1,1,1,1,4,1,2002.0,2.0,576.0,0,144,0,0,145,0,0,7,2007,12.409017571151187
2253,914476330,20,69.22459016393442,9928,7,5,1991,1992,0.0,1239.0,0.0,215.0,1454.0,1478,0,0,7.2991214627108,1.0,0.0,2,0,3,1,6,1,1991.0,2.0,506.0,114,22,0,0,0,0,0,5,2007,12.25486757159303
2255,914478100,85,82.0,8410,6,6,1974,1974,0.0,924.0,0.0,46.0,970.0,1026,0,0,6.934397209928558,1.0,0.0,1,0,2,1,5,1,1974.0,2.0,528.0,193,0,0,0,0,0,0,4,2007,11.870606902224585
2256,916226090,120,46.0,4054,7,6,1987,1987,352.0,949.0,0.0,552.0,1501.0,1501,0,0,7.31455283232408,1.0,0.0,2,0,2,1,5,2,1987.0,2.0,512.0,240,0,0,0,0,0,0,10,2007,12.404927602627597
2257,916253320,120,69.22459016393442,9763,7,5,1998,1998,239.0,1102.0,72.0,328.0,1502.0,1502,0,0,7.315218389752975,1.0,0.0,1,1,1,1,5,1,1998.0,1.0,286.0,0,0,0,0,0,0,0,9,2007,12.706850963741102
2260,916384050,20,67.0,8368,7,5,2006,2007,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,7.4324838079171185,0.0,0.0,2,0,3,1,7,0,2007.0,2.0,433.0,100,39,0,0,0,0,0,4,2007,12.353259131555799
2262,916384080,20,64.0,9037,8,5,2006,2006,32.0,428.0,0.0,1048.0,1476.0,1484,0,0,7.303170051236799,0.0,0.0,2,0,2,1,6,1,2006.0,2.0,472.0,120,33,0,0,0,0,0,12,2007,12.490879338036374
2263,916384150,20,89.0,10991,8,5,2007,2007,80.0,0.0,0.0,1571.0,1571.0,1571,0,0,7.360103972989152,0.0,0.0,2,0,3,1,7,1,2007.0,3.0,722.0,100,36,0,0,0,0,0,12,2007,12.384223015005313
2264,916386170,20,67.0,10656,8,5,2006,2007,274.0,0.0,0.0,1638.0,1638.0,1646,0,0,7.4067107301776405,0.0,0.0,2,0,3,1,6,1,2007.0,3.0,870.0,192,80,0,0,0,0,0,11,2007,12.424810506025395
2266,916403290,50,44.0,13758,7,5,1990,1991,117.0,902.0,0.0,254.0,1156.0,1187,530,0,7.4489161025442,0.0,0.0,2,1,3,1,7,1,1990.0,2.0,400.0,168,36,0,0,0,0,0,4,2007,12.141539457711714
2267,916455010,60,69.22459016393442,9303,6,5,1996,1997,42.0,742.0,0.0,130.0,872.0,888,868,0,7.471363088187097,1.0,0.0,2,1,3,1,7,0,1996.0,2.0,422.0,144,122,0,0,0,0,0,7,2007,12.225880174775122
2268,916455050,20,69.22459016393442,6718,8,5,2001,2001,86.0,250.0,0.0,1017.0,1267.0,1312,0,0,7.180069874302796,0.0,0.0,2,0,2,1,5,0,2001.0,2.0,471.0,256,28,0,0,0,0,0,1,2007,12.103491596905931
2269,916455110,80,73.0,9590,7,5,2003,2003,442.0,786.0,0.0,82.0,868.0,1146,0,0,7.04490511712937,1.0,0.0,2,0,3,1,6,1,2003.0,2.0,438.0,160,22,0,0,0,0,0,5,2007,12.141539457711714
2271,916460020,20,69.22459016393442,7777,6,5,1996,1996,203.0,0.0,0.0,1491.0,1491.0,1491,0,0,7.307872780763706,0.0,0.0,2,0,3,1,7,1,1996.0,2.0,571.0,0,35,0,0,0,0,0,11,2007,12.08954444723597
2273,916477060,60,69.22459016393442,11800,7,5,2003,2004,94.0,766.0,0.0,356.0,1122.0,1146,1340,0,7.818832443803404,1.0,0.0,3,1,5,1,10,1,2003.0,2.0,452.0,143,32,0,0,0,0,0,7,2007,12.5421912482017
2275,921126010,20,93.0,15306,8,5,2006,2007,100.0,80.0,0.0,1652.0,1732.0,1776,0,0,7.482681828154651,1.0,0.0,2,0,3,1,7,1,2006.0,3.0,712.0,0,0,0,0,0,0,0,5,2007,12.554840409959793
2276,921128030,20,85.0,12633,10,5,2006,2007,242.0,0.0,0.0,1824.0,1824.0,1824,0,0,7.509335266016592,0.0,0.0,2,0,3,1,8,1,2006.0,3.0,932.0,160,36,0,0,108,0,0,9,2007,12.879019669789754
2277,921205070,60,88.0,12665,8,5,2005,2006,245.0,0.0,0.0,1094.0,1094.0,1133,1349,0,7.817222785508166,0.0,0.0,2,1,4,1,9,1,2005.0,3.0,642.0,144,39,0,0,0,0,0,2,2007,12.546871224308067
2278,923202134,20,70.0,8402,5,5,2007,2007,0.0,206.0,0.0,914.0,1120.0,1120,0,0,7.02197642307216,0.0,0.0,1,0,3,1,6,0,1978.1324431613136,0.0,0.0,0,30,0,0,0,0,0,12,2007,11.898194668458823
2281,923204050,20,94.0,25286,4,5,1963,1963,0.0,633.0,0.0,431.0,1064.0,1040,0,0,6.947937068614968,1.0,0.0,1,0,3,1,5,0,1963.0,2.0,648.0,0,0,0,0,0,0,0,1,2007,11.792456911128632
2284,923225040,120,44.0,4224,5,7,1976,1976,0.0,840.0,0.0,200.0,1040.0,1060,0,0,6.966967138613983,1.0,0.0,1,0,3,1,6,1,1976.0,2.0,572.0,100,110,0,0,0,0,0,6,2007,11.774527900858466
2286,923226300,160,21.0,1504,4,4,1972,1972,0.0,252.0,0.0,294.0,546.0,546,546,0,6.996681488176538,0.0,0.0,1,1,3,1,5,0,1972.0,1.0,253.0,0,0,0,0,0,0,0,5,2007,11.356283350762887
2287,923228200,180,69.22459016393442,1533,4,5,1970,1970,0.0,503.0,0.0,27.0,530.0,530,462,0,6.900730664045172,1.0,0.0,1,0,2,1,4,0,1970.0,1.0,297.0,112,97,0,0,0,0,0,7,2007,11.575909653758895
2288,923228220,160,21.0,1495,4,6,1970,1970,189.0,384.0,0.0,162.0,546.0,546,546,0,6.996681488176538,0.0,0.0,1,1,3,1,5,0,1978.1324431613136,0.0,0.0,0,64,0,0,0,0,0,5,2007,11.44999631476691
2289,923228250,160,21.0,2001,4,5,1970,1970,80.0,0.0,0.0,546.0,546.0,546,546,0,6.996681488176538,0.0,0.0,1,1,3,1,6,0,1970.0,1.0,286.0,0,0,0,0,0,0,0,1,2007,11.225256725762893
2290,923228290,180,21.0,1936,4,6,1970,1970,0.0,131.0,499.0,0.0,630.0,630,0,0,6.447305862541213,1.0,0.0,1,0,1,1,3,0,1978.1324431613136,0.0,0.0,0,0,0,0,0,0,0,12,2007,11.344518647594766
2291,923228390,160,21.0,1890,4,3,1976,1976,0.0,0.0,0.0,546.0,546.0,546,546,0,6.996681488176538,0.0,0.0,1,1,3,1,6,0,1976.0,1.0,286.0,0,0,0,0,0,0,0,4,2007,11.227786821924543
2292,923229010,80,69.22459016393442,11333,6,5,1976,1976,0.0,539.0,0.0,490.0,1029.0,1062,0,0,6.968850378341948,1.0,0.0,1,0,3,1,5,2,1976.0,2.0,539.0,120,0,0,0,0,0,0,5,2007,11.89683320712845
2293,923229040,85,72.0,9129,5,5,1977,1977,144.0,923.0,0.0,0.0,923.0,1008,0,0,6.9167150203536085,1.0,0.0,1,0,1,1,4,1,1977.0,2.0,678.0,201,66,0,0,0,0,0,7,2007,11.941462360646149
2298,923230180,85,54.0,7244,5,7,1970,1970,0.0,619.0,0.0,149.0,768.0,768,0,0,6.6450909695056435,1.0,0.0,1,0,2,1,5,0,1987.0,2.0,624.0,104,0,0,0,0,0,0,4,2007,11.771443882099637
2299,923251160,20,124.0,27697,4,3,1961,1961,198.0,811.0,0.0,585.0,1396.0,1608,0,0,7.383368146992383,0.0,0.0,1,0,3,1,6,0,1961.0,1.0,444.0,152,38,0,0,0,0,0,11,2007,11.289794413577894
2300,923252080,20,69.0,7599,4,6,1982,2006,0.0,565.0,0.0,280.0,845.0,845,0,0,6.740519359606223,1.0,0.0,1,0,2,1,4,0,1987.0,2.0,360.0,0,0,0,0,0,0,0,6,2007,11.771443882099637
2301,923275010,20,69.22459016393442,11000,5,6,1976,2003,0.0,1090.0,0.0,0.0,1090.0,1178,0,0,7.07242190053737,1.0,0.0,1,1,3,1,6,0,1976.0,2.0,502.0,0,44,0,0,88,0,0,6,2007,11.813037464800539
2302,923275200,20,76.0,8314,5,7,1982,1982,0.0,546.0,0.0,270.0,816.0,816,0,0,6.705639094860002,0.0,0.0,1,0,2,1,5,0,1982.0,1.0,264.0,168,0,0,0,0,0,0,6,2007,11.732069026983156
2303,923276180,20,65.0,11625,5,7,1983,1983,0.0,596.0,0.0,220.0,816.0,816,0,0,6.705639094860002,1.0,0.0,1,0,2,1,4,0,1983.0,1.0,264.0,330,0,0,0,0,0,0,5,2007,11.842236406331555
2304,923400150,20,63.0,10712,5,5,1991,1992,0.0,212.0,0.0,762.0,974.0,974,0,0,6.882437470997847,0.0,0.0,1,0,3,1,5,0,1978.1324431613136,0.0,0.0,0,28,0,0,0,0,0,9,2007,11.44572741040675
2306,526302030,20,69.22459016393442,11027,6,5,1954,1954,28.0,468.0,539.0,171.0,1178.0,1293,0,0,7.165493475060845,1.0,0.0,2,0,2,1,5,0,1954.0,2.0,452.0,280,0,0,0,0,0,0,5,2006,11.917730355182513
2308,526302120,20,69.22459016393442,11765,5,5,1957,1957,302.0,1127.0,0.0,490.0,1617.0,1797,0,0,7.494430215031565,0.0,0.0,1,1,3,1,7,1,1957.0,3.0,963.0,0,0,0,0,0,0,0,6,2006,12.037659911047466
2310,526354020,20,90.0,11727,7,6,1969,1969,434.0,0.0,0.0,1851.0,1851.0,1851,0,0,7.524021415206125,0.0,0.0,2,0,3,1,8,1,1969.0,2.0,506.0,0,146,0,0,0,0,0,3,2006,12.16577655436517
2311,527105060,60,60.0,8238,6,5,1997,1998,0.0,700.0,0.0,113.0,813.0,813,712,0,7.330405211844402,1.0,0.0,2,1,3,1,6,1,1997.0,2.0,400.0,421,72,0,0,0,0,0,5,2006,12.119975396053194
2312,527106010,60,69.22459016393442,13006,7,5,1997,1997,285.0,0.0,0.0,964.0,964.0,993,1243,0,7.712890961490129,0.0,0.0,2,1,4,1,8,1,1997.0,2.0,642.0,0,0,0,0,0,0,0,11,2006,12.310437165348775
2313,527107020,60,69.22459016393442,13041,6,5,1995,1995,0.0,0.0,0.0,781.0,781.0,781,890,0,7.421775793644647,0.0,0.0,2,1,3,1,7,1,1995.0,2.0,423.0,0,84,0,0,0,0,0,2,2006,12.043559598368038
2314,527107030,60,69.22459016393442,13031,6,5,1995,1996,0.0,592.0,0.0,99.0,691.0,691,807,0,7.312553498102598,0.0,0.0,2,1,3,1,6,1,1995.0,2.0,409.0,315,44,0,0,0,0,0,7,2006,12.141539457711714
2315,527107120,60,54.0,9783,6,5,1996,1996,0.0,0.0,0.0,821.0,821.0,821,955,0,7.482681828154651,0.0,0.0,2,1,3,1,7,1,1996.0,2.0,443.0,286,116,0,0,0,0,0,5,2006,12.216027926866138
2316,527107240,60,70.0,11207,6,5,1997,1997,0.0,714.0,0.0,88.0,802.0,802,709,0,7.321188556739478,1.0,0.0,2,1,3,1,8,1,1997.0,2.0,413.0,95,75,0,0,0,0,0,6,2006,12.128116509451258
2318,527108020,20,50.0,14859,7,5,2006,2006,27.0,0.0,0.0,1670.0,1670.0,1670,0,0,7.421177528595393,0.0,0.0,2,0,3,1,7,1,2006.0,3.0,690.0,144,60,0,0,0,0,0,8,2006,12.388398368982115
2319,527108030,60,50.0,13128,8,5,2005,2005,216.0,0.0,0.0,1074.0,1074.0,1074,990,0,7.632885505395133,0.0,0.0,2,1,4,1,7,1,2005.0,2.0,527.0,0,119,0,0,0,0,0,1,2006,12.429220196836383
2320,527108040,60,72.0,10463,8,5,2005,2005,0.0,0.0,0.0,893.0,893.0,901,900,0,7.496652438168283,0.0,0.0,2,1,3,1,8,1,2005.0,3.0,800.0,0,116,0,0,0,0,0,6,2006,12.3879816172226
2321,527108060,60,42.0,13751,7,5,2005,2006,248.0,60.0,0.0,1640.0,1700.0,1700,512,0,7.70210434005105,1.0,0.0,2,1,3,1,9,1,2006.0,3.0,773.0,237,38,0,0,115,0,0,5,2006,12.6410997921206
2325,527163020,60,69.22459016393442,7685,6,5,1993,1994,112.0,518.0,0.0,179.0,697.0,697,804,0,7.31455283232408,0.0,0.0,2,1,3,1,6,1,1993.0,2.0,420.0,190,63,0,0,0,0,0,5,2006,12.017336559562406
2326,527166030,60,63.0,9084,7,5,1998,1998,0.0,0.0,0.0,935.0,935.0,955,677,0,7.398174092970465,0.0,0.0,2,1,3,1,8,1,1998.0,2.0,462.0,0,28,0,0,0,0,0,6,2006,12.081081821061817
2327,527182020,120,30.0,3701,8,5,1987,1987,0.0,0.0,0.0,1191.0,1191.0,1204,0,0,7.094234845924755,0.0,0.0,2,0,2,1,5,0,1987.0,2.0,461.0,120,70,0,0,0,0,0,8,2006,11.775297421715825
2328,527190050,160,44.0,5306,7,7,1987,1987,0.0,495.0,215.0,354.0,1064.0,1064,703,0,7.477604243197589,1.0,0.0,2,0,2,1,5,1,1987.0,2.0,504.0,441,35,0,0,0,0,0,6,2006,12.384223015005313
2330,527210030,60,59.0,16023,9,5,2005,2006,600.0,1218.0,0.0,180.0,1398.0,1414,1384,0,7.937017489515453,1.0,0.0,3,1,3,1,11,1,2005.0,3.0,670.0,182,37,0,0,0,0,0,3,2006,13.033199868056473
2332,527210050,60,63.0,12292,9,5,2006,2006,184.0,205.0,0.0,889.0,1094.0,1102,1371,0,7.813591552952433,0.0,0.0,2,1,4,1,11,1,2006.0,3.0,675.0,246,39,0,0,0,0,0,7,2006,12.783764080192826
2333,527212030,60,85.0,16056,9,5,2005,2006,208.0,240.0,0.0,1752.0,1992.0,1992,876,0,7.9617188159813645,0.0,0.0,3,1,4,1,11,1,2005.0,3.0,716.0,214,108,0,0,0,0,0,7,2006,13.229569788348703
2334,527212040,60,82.0,12438,8,5,2006,2006,466.0,0.0,0.0,1234.0,1234.0,1264,1312,0,7.854381210652365,0.0,0.0,2,1,4,1,10,1,2006.0,3.0,666.0,324,100,0,0,0,0,0,7,2006,12.799178471909892
2336,527216010,60,92.0,15922,9,5,2005,2006,550.0,0.0,0.0,1390.0,1390.0,1390,1405,0,7.935945103353701,0.0,0.0,3,1,4,1,10,1,2005.0,3.0,660.0,272,102,0,0,0,0,0,1,2006,12.902165483378688
2338,527226010,60,69.22459016393442,14762,5,6,1948,1950,0.0,0.0,0.0,0.0,0.0,1547,720,53,7.749753406274436,0.0,0.0,2,0,2,1,7,1,1979.0,2.0,672.0,120,144,0,0,0,0,0,5,2006,12.037659911047466
2340,527252090,120,60.0,8147,9,5,2005,2005,230.0,1191.0,0.0,523.0,1714.0,1714,0,0,7.44716835960004,1.0,0.0,2,0,2,1,7,1,2005.0,2.0,517.0,156,55,0,0,0,0,0,8,2006,12.669809806411457
2341,527254070,20,69.0,11302,8,5,2005,2006,238.0,1422.0,0.0,392.0,1814.0,1826,0,0,7.510430556378006,1.0,0.0,2,0,3,1,7,1,2005.0,3.0,758.0,180,75,0,0,120,0,0,8,2006,12.672949516558306
2342,527256120,20,90.0,18261,9,5,2005,2005,420.0,1416.0,0.0,494.0,1910.0,2000,0,0,7.601402334583733,1.0,0.0,2,1,3,1,8,2,2005.0,3.0,722.0,351,102,0,0,123,0,0,9,2006,13.060490101343552
2343,527301010,20,91.0,14145,7,7,1984,1998,0.0,213.0,0.0,995.0,1208.0,1621,0,0,7.391415234675358,1.0,0.0,2,0,3,1,8,0,1984.0,2.0,440.0,108,45,0,0,0,0,400,5,2006,12.218500103788141
2344,527302080,50,69.22459016393442,13837,7,5,1988,1988,178.0,1002.0,202.0,0.0,1204.0,1377,806,0,7.688913336864795,0.0,0.0,2,1,4,1,9,0,1988.0,3.0,786.0,0,0,0,0,0,0,0,2,2006,12.34148164933907
2346,527327080,60,69.22459016393442,18800,6,5,1976,1976,120.0,712.0,0.0,84.0,796.0,790,784,0,7.362010551259734,1.0,0.0,2,1,3,1,6,1,1976.0,2.0,566.0,306,111,0,0,0,0,0,7,2006,12.154784614286667
2347,527328010,85,69.22459016393442,10464,6,6,1980,1980,130.0,850.0,0.0,138.0,988.0,1102,0,0,7.005789019253502,1.0,0.0,1,0,2,1,5,1,1980.0,2.0,582.0,140,22,0,0,0,0,0,6,2006,12.037659911047466
2349,527355060,60,81.0,10530,7,5,1978,1978,68.0,0.0,0.0,945.0,945.0,945,912,0,7.527255919373784,0.0,0.0,2,1,4,1,8,1,1978.0,2.0,482.0,400,105,0,0,0,0,0,7,2006,12.148978347281835
2352,527356060,60,85.0,11475,6,6,1975,1975,0.0,550.0,0.0,163.0,713.0,811,741,0,7.347943823148687,1.0,0.0,2,1,3,1,6,1,1975.0,2.0,434.0,209,208,0,0,0,0,0,2,2006,12.100161978566867
2353,527358090,85,69.22459016393442,9927,7,5,1976,1976,252.0,1005.0,0.0,42.0,1047.0,1083,0,0,6.988413181999591,1.0,0.0,1,0,2,1,5,1,1976.0,2.0,596.0,444,0,40,0,0,0,0,7,2006,12.055255569732177
2354,527365010,60,75.0,9512,7,5,2005,2006,0.0,788.0,0.0,172.0,960.0,960,1358,0,7.7488913372555315,1.0,0.0,2,1,3,1,8,1,2005.0,2.0,541.0,0,246,0,0,0,0,0,6,2006,12.592436480335937
2355,527375160,80,81.0,10530,6,6,1975,2000,248.0,548.0,0.0,127.0,675.0,1109,766,0,7.53689712956617,0.0,0.0,3,0,3,1,8,1,1975.0,2.0,485.0,48,28,0,0,0,0,0,6,2006,12.12541016250223
2356,527376090,20,78.0,10140,5,6,1975,1975,0.0,788.0,0.0,268.0,1056.0,1074,0,0,6.980075940561763,1.0,0.0,1,1,3,1,6,0,1975.0,2.0,495.0,0,88,0,0,0,0,0,7,2006,11.941462360646149
2359,527378010,20,80.0,10000,6,6,1974,1974,176.0,755.0,0.0,348.0,1103.0,1103,0,0,7.00669522683704,0.0,0.0,2,0,3,1,6,0,1974.0,2.0,462.0,295,84,0,0,0,0,0,6,2006,11.951186847493474
2361,527402380,20,71.0,9353,4,5,1970,1970,0.0,0.0,0.0,864.0,864.0,864,0,0,6.762729506931879,0.0,0.0,1,0,3,1,5,0,1972.0,1.0,280.0,0,0,0,0,0,0,0,7,2006,11.661785028640898
2362,527403120,20,69.22459016393442,8125,4,4,1971,1971,0.0,614.0,0.0,244.0,858.0,858,0,0,6.755768921984255,0.0,0.0,1,0,3,1,5,0,1978.1324431613136,0.0,0.0,0,0,0,0,0,0,0,6,2006,11.385103457032141
2364,527427210,120,26.0,8773,6,5,2002,2002,0.0,951.0,0.0,536.0,1487.0,1419,0,0,7.258412150595306,1.0,0.0,2,0,2,1,4,0,2002.0,2.0,543.0,196,68,0,0,0,0,0,9,2006,12.154784614286667
2365,527450010,160,24.0,2760,6,5,1973,1973,514.0,0.0,0.0,525.0,525.0,525,567,0,6.996681488176538,0.0,0.0,1,1,3,1,6,0,1973.0,2.0,440.0,0,0,0,0,0,0,0,12,2006,11.566475710526321
2366,527450080,160,24.0,2160,5,6,1973,1973,200.0,402.0,0.0,363.0,765.0,765,600,0,7.2196420401307355,0.0,0.0,1,1,3,1,7,1,1973.0,2.0,440.0,0,36,0,0,0,0,0,6,2006,11.74006900564972
2367,527450210,160,21.0,1953,6,5,1973,1973,408.0,309.0,0.0,174.0,483.0,483,504,0,6.895682697747867,0.0,0.0,1,1,2,1,5,0,1973.0,1.0,264.0,72,0,0,0,0,0,0,6,2006,11.326607934898927
2368,527450460,160,21.0,1890,6,7,1972,1972,380.0,282.0,0.0,212.0,494.0,494,536,0,6.938284484016959,0.0,0.0,1,1,3,1,6,0,1973.0,1.0,264.0,0,0,0,0,0,0,0,7,2006,11.661354090740998
2369,527451200,160,21.0,1680,6,5,1971,1971,236.0,0.0,0.0,672.0,672.0,672,546,0,7.105786129481271,0.0,0.0,1,1,3,1,7,0,1978.1324431613136,0.0,0.0,201,0,0,0,0,0,0,4,2006,11.42410518016564
2371,527451450,160,21.0,1680,6,5,1972,1972,504.0,276.0,0.0,207.0,483.0,483,465,0,6.855408798609927,0.0,0.0,1,1,2,1,5,0,1972.0,1.0,264.0,0,0,0,0,0,0,0,7,2006,11.39640288460621
2372,527451460,160,21.0,1680,6,5,1972,1972,504.0,382.0,0.0,143.0,525.0,525,567,0,6.996681488176538,0.0,0.0,1,1,3,1,6,0,1972.0,1.0,264.0,352,0,0,0,0,0,0,10,2006,11.58989576532275
2373,527451520,160,21.0,1680,6,5,1972,1972,297.0,0.0,0.0,483.0,483.0,483,504,0,6.895682697747867,0.0,0.0,1,1,2,1,5,1,1972.0,1.0,288.0,0,0,0,0,0,0,0,6,2006,11.456365695436427
2376,527452310,85,68.0,7838,5,5,1967,1967,0.0,769.0,0.0,95.0,864.0,900,0,0,6.803505257608338,1.0,0.0,1,0,3,1,6,1,1967.0,1.0,288.0,175,144,0,0,0,0,0,12,2006,11.719947764402805
2377,527453070,120,24.0,2280,7,7,1976,1976,0.0,120.0,492.0,443.0,1055.0,1055,0,0,6.962243464266207,1.0,0.0,2,0,2,1,4,0,1976.0,1.0,319.0,0,29,0,0,0,0,0,4,2006,11.831386468789589
2378,527455100,160,24.0,2179,6,5,1976,1976,0.0,70.0,0.0,785.0,855.0,855,601,0,7.284134806195205,0.0,0.0,2,1,3,1,6,1,1976.0,2.0,460.0,0,28,0,0,0,0,0,7,2006,11.87757552297847
2379,528102010,20,129.0,16737,9,5,2004,2005,66.0,1447.0,0.0,533.0,1980.0,1980,0,0,7.59135704669855,1.0,0.0,2,0,3,1,8,1,2004.0,3.0,770.0,194,45,0,0,0,0,0,9,2006,12.660331092405904
2380,528102080,60,72.0,16387,9,5,2006,2006,215.0,1369.0,0.0,369.0,1738.0,1738,851,0,7.859413154693583,1.0,0.0,2,1,4,1,11,1,2006.0,3.0,831.0,0,0,0,0,0,0,0,8,2006,12.928982491045394
2381,528106010,60,111.0,16259,9,5,2006,2006,370.0,0.0,0.0,1249.0,1249.0,1249,1347,0,7.862112211662748,0.0,0.0,3,1,4,1,9,0,2006.0,3.0,840.0,240,154,0,0,0,0,0,9,2006,12.74444728628135
2382,528106120,20,110.0,16163,8,5,2004,2004,232.0,0.0,0.0,1618.0,1618.0,1618,0,0,7.3895639536776345,0.0,0.0,2,0,2,1,6,1,2004.0,3.0,880.0,0,0,0,0,0,0,0,7,2006,12.437188334739655
2383,528110050,20,107.0,13891,10,5,2006,2006,101.8968008255934,1386.0,0.0,690.0,2076.0,2076,0,0,7.638679823876112,1.0,0.0,2,1,2,1,7,1,2006.0,3.0,850.0,216,229,0,0,0,0,0,9,2006,13.049794835104814
2384,528112010,20,108.0,12228,7,5,2006,2006,206.0,0.0,0.0,1721.0,1721.0,1740,0,0,7.462214939768189,0.0,0.0,2,0,4,1,8,0,2006.0,3.0,874.0,0,43,0,0,0,0,0,9,2006,12.587931300962664
2385,528114010,20,120.0,14780,9,5,2005,2005,568.0,1505.0,0.0,363.0,1868.0,1868,0,0,7.533158807455562,1.0,0.0,2,0,2,1,7,1,2005.0,3.0,1085.0,354,56,0,0,156,0,0,6,2006,12.936036208848487
2387,528118010,60,101.0,14215,8,5,2005,2006,380.0,0.0,0.0,1158.0,1158.0,1158,1218,0,7.773594467360193,0.0,0.0,3,1,4,1,9,1,2005.0,3.0,853.0,240,154,0,0,0,0,0,11,2006,12.692506186542177
2388,528118020,60,108.0,13418,8,5,2004,2005,132.0,0.0,0.0,1117.0,1117.0,1132,1320,0,7.805067044258489,0.0,0.0,3,1,4,1,9,1,2004.0,3.0,691.0,113,32,0,0,0,0,0,9,2006,12.6410997921206
2389,528118110,60,120.0,13975,9,5,2005,2006,525.0,0.0,0.0,1090.0,1090.0,1117,1089,0,7.699389406256736,0.0,0.0,2,1,4,1,10,1,2005.0,3.0,670.0,148,95,0,0,0,0,0,8,2006,12.611541086966115
